,_id,ask,bid,expiration,impliedvolatility,lastprice,lasttradedate,openinterest,quotetime,ticker,strike,contractsymbol,type,underlying_price,updatedate,update_datetime,update_hour,updatetime,volume
448,SPY190311C00290000_20190204_12,0.0,0.0,2019-03-11,0.062509375,0.14,2019-02-01 18:45:04,,2019-02-04T18:10:00.000Z,SPY,290.0,SPY190311C00290000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,5.0
413,SPY190322C00247500_20190204_12,0.0,0.0,2019-03-22,1e-05,24.45,2019-02-01 17:24:50,,2019-02-04T18:10:00.000Z,SPY,247.5,SPY190322C00247500,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,1.0
414,SPY190322C00254000_20190204_12,0.0,0.0,2019-03-22,1e-05,19.05,2019-02-01 15:19:06,,2019-02-04T18:10:00.000Z,SPY,254.0,SPY190322C00254000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,1.0
417,SPY190322C00262000_20190204_12,0.0,0.0,2019-03-22,1e-05,12.2,2019-02-01 15:19:06,,2019-02-04T18:10:00.000Z,SPY,262.0,SPY190322C00262000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,1.0
418,SPY190322C00263000_20190204_12,0.0,0.0,2019-03-22,1e-05,10.21,2019-02-01 19:56:32,,2019-02-04T18:10:00.000Z,SPY,263.0,SPY190322C00263000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,1.0
419,SPY190322C00264000_20190204_12,0.0,0.0,2019-03-22,1e-05,10.21,2019-02-01 16:05:59,,2019-02-04T18:10:00.000Z,SPY,264.0,SPY190322C00264000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,1.0
421,SPY190322C00265000_20190204_12,0.0,0.0,2019-03-22,1e-05,8.97,2019-01-31 18:43:04,0.0,2019-02-04T18:10:00.000Z,SPY,265.0,SPY190322C00265000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,
422,SPY190322C00266000_20190204_12,0.0,0.0,2019-03-22,1e-05,8.05,2019-02-01 20:15:05,,2019-02-04T18:10:00.000Z,SPY,266.0,SPY190322C00266000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,4.0
423,SPY190322C00267000_20190204_12,0.0,0.0,2019-03-22,1e-05,8.29,2019-02-01 15:14:50,0.0,2019-02-04T18:10:00.000Z,SPY,267.0,SPY190322C00267000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,2.0
424,SPY190322C00268000_20190204_12,0.0,0.0,2019-03-22,1e-05,6.88,2019-01-31 15:46:06,0.0,2019-02-04T18:10:00.000Z,SPY,268.0,SPY190322C00268000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,
425,SPY190322C00269000_20190204_12,0.0,0.0,2019-03-22,1e-05,6.52,2019-02-01 15:01:02,0.0,2019-02-04T18:10:00.000Z,SPY,269.0,SPY190322C00269000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,5.0
427,SPY190322C00270000_20190204_12,0.0,0.0,2019-03-22,1e-05,5.89,2019-02-01 18:51:44,0.0,2019-02-04T18:10:00.000Z,SPY,270.0,SPY190322C00270000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,10016.0
428,SPY190322C00271000_20190204_12,0.0,0.0,2019-03-22,1e-05,5.0,2019-02-01 19:18:56,0.0,2019-02-04T18:10:00.000Z,SPY,271.0,SPY190322C00271000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,51.0
429,SPY190322C00272000_20190204_12,0.0,0.0,2019-03-22,0.0039162109,4.54,2019-02-01 19:28:45,0.0,2019-02-04T18:10:00.000Z,SPY,272.0,SPY190322C00272000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,10.0
430,SPY190322C00272500_20190204_12,0.0,0.0,2019-03-22,0.0039162109,4.24,2019-02-01 19:28:45,,2019-02-04T18:10:00.000Z,SPY,272.5,SPY190322C00272500,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,20.0
432,SPY190322C00275000_20190204_12,0.0,0.0,2019-03-22,0.0078224219,3.45,2019-02-01 16:39:45,0.0,2019-02-04T18:10:00.000Z,SPY,275.0,SPY190322C00275000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,1.0
433,SPY190322C00276000_20190204_12,0.0,0.0,2019-03-22,0.0156348438,2.59,2019-02-01 20:16:50,0.0,2019-02-04T18:10:00.000Z,SPY,276.0,SPY190322C00276000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,4.0
434,SPY190322C00277000_20190204_12,0.0,0.0,2019-03-22,0.0156348438,2.29,2019-02-01 20:50:57,0.0,2019-02-04T18:10:00.000Z,SPY,277.0,SPY190322C00277000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,1002.0
435,SPY190322C00278000_20190204_12,0.0,0.0,2019-03-22,0.0156348438,2.35,2019-02-01 15:33:01,0.0,2019-02-04T18:10:00.000Z,SPY,278.0,SPY190322C00278000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,20.0
436,SPY190322C00279000_20190204_12,0.0,0.0,2019-03-22,0.0156348438,1.84,2019-02-01 18:38:48,,2019-02-04T18:10:00.000Z,SPY,279.0,SPY190322C00279000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,3.0
438,SPY190322C00280000_20190204_12,0.0,0.0,2019-03-22,0.0156348438,1.42,2019-02-01 20:48:37,0.0,2019-02-04T18:10:00.000Z,SPY,280.0,SPY190322C00280000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,331.0
439,SPY190322C00282000_20190204_12,0.0,0.0,2019-03-22,0.0312596875,1.01,2019-02-01 19:40:20,,2019-02-04T18:10:00.000Z,SPY,282.0,SPY190322C00282000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,17.0
440,SPY190322C00282500_20190204_12,0.0,0.0,2019-03-22,0.0312596875,1.09,2019-02-01 15:54:06,0.0,2019-02-04T18:10:00.000Z,SPY,282.5,SPY190322C00282500,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,8.0
442,SPY190322C00285000_20190204_12,0.0,0.0,2019-03-22,0.0312596875,0.71,2019-01-31 21:14:47,0.0,2019-02-04T18:10:00.000Z,SPY,285.0,SPY190322C00285000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,
443,SPY190322C00286000_20190204_12,0.0,0.0,2019-03-22,0.0312596875,0.46,2019-02-01 20:16:50,,2019-02-04T18:10:00.000Z,SPY,286.0,SPY190322C00286000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,8.0
444,SPY190322C00287000_20190204_12,0.0,0.0,2019-03-22,0.0312596875,0.41,2019-02-01 19:09:06,,2019-02-04T18:10:00.000Z,SPY,287.0,SPY190322C00287000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,3.0
445,SPY190322C00287500_20190204_12,0.0,0.0,2019-03-22,0.0312596875,0.36,2019-02-01 19:09:06,,2019-02-04T18:10:00.000Z,SPY,287.5,SPY190322C00287500,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,3.0
446,SPY190322C00288000_20190204_12,0.0,0.0,2019-03-22,0.0312596875,0.38,2019-02-01 14:45:00,,2019-02-04T18:10:00.000Z,SPY,288.0,SPY190322C00288000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,5.0
447,SPY190322C00289000_20190204_12,0.0,0.0,2019-03-22,0.0312596875,0.31,2019-02-01 14:38:05,,2019-02-04T18:10:00.000Z,SPY,289.0,SPY190322C00289000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,1.0
449,SPY190322C00290000_20190204_12,0.0,0.0,2019-03-22,0.0312596875,0.28,2019-01-31 18:53:08,0.0,2019-02-04T18:10:00.000Z,SPY,290.0,SPY190322C00290000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,
450,SPY190322C00292500_20190204_12,0.0,0.0,2019-03-22,0.062509375,0.19,2019-02-01 15:24:55,,2019-02-04T18:10:00.000Z,SPY,292.5,SPY190322C00292500,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,2.0
451,SPY190322C00300000_20190204_12,0.0,0.0,2019-03-22,0.062509375,0.07,2019-01-31 17:27:10,0.0,2019-02-04T18:10:00.000Z,SPY,300.0,SPY190322C00300000,Call,271.0487,20190204,2019-02-04 12:10:05,12,12:10:05,
454,SPY190311C00255000_20190204_13,0.0,0.0,2019-03-11,1e-05,16.97,2019-02-01 18:48:08,,2019-02-04T19:10:01.000Z,SPY,255.0,SPY190311C00255000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,17.0
455,SPY190311C00260000_20190204_13,0.0,0.0,2019-03-11,1e-05,12.15,2019-02-01 19:57:59,,2019-02-04T19:10:01.000Z,SPY,260.0,SPY190311C00260000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,16.0
459,SPY190311C00265000_20190204_13,0.0,0.0,2019-03-11,1e-05,8.64,2019-02-01 18:57:31,,2019-02-04T19:10:01.000Z,SPY,265.0,SPY190311C00265000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,781.0
465,SPY190311C00270000_20190204_13,0.0,0.0,2019-03-11,1e-05,5.3,2019-02-01 18:43:43,,2019-02-04T19:10:01.000Z,SPY,270.0,SPY190311C00270000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,429.0
470,SPY190311C00275000_20190204_13,0.0,0.0,2019-03-11,0.0078224219,2.89,2019-02-01 16:36:22,,2019-02-04T19:10:01.000Z,SPY,275.0,SPY190311C00275000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,725.0
476,SPY190311C00280000_20190204_13,0.0,0.0,2019-03-11,0.0312596875,1.0,2019-02-01 20:42:57,,2019-02-04T19:10:01.000Z,SPY,280.0,SPY190311C00280000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,167.0
480,SPY190311C00285000_20190204_13,0.0,0.0,2019-03-11,0.0312596875,0.33,2019-02-01 20:12:25,,2019-02-04T19:10:01.000Z,SPY,285.0,SPY190311C00285000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,12.0
487,SPY190311C00290000_20190204_13,0.0,0.0,2019-03-11,0.062509375,0.14,2019-02-01 18:45:04,,2019-02-04T19:10:01.000Z,SPY,290.0,SPY190311C00290000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,5.0
452,SPY190322C00247500_20190204_13,0.0,0.0,2019-03-22,1e-05,24.45,2019-02-01 17:24:50,,2019-02-04T19:10:01.000Z,SPY,247.5,SPY190322C00247500,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,1.0
453,SPY190322C00254000_20190204_13,0.0,0.0,2019-03-22,1e-05,19.05,2019-02-01 15:19:06,,2019-02-04T19:10:01.000Z,SPY,254.0,SPY190322C00254000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,1.0
456,SPY190322C00262000_20190204_13,0.0,0.0,2019-03-22,1e-05,12.2,2019-02-01 15:19:06,,2019-02-04T19:10:01.000Z,SPY,262.0,SPY190322C00262000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,1.0
457,SPY190322C00263000_20190204_13,0.0,0.0,2019-03-22,1e-05,10.21,2019-02-01 19:56:32,,2019-02-04T19:10:01.000Z,SPY,263.0,SPY190322C00263000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,1.0
458,SPY190322C00264000_20190204_13,0.0,0.0,2019-03-22,1e-05,10.21,2019-02-01 16:05:59,,2019-02-04T19:10:01.000Z,SPY,264.0,SPY190322C00264000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,1.0
460,SPY190322C00265000_20190204_13,0.0,0.0,2019-03-22,1e-05,8.97,2019-01-31 18:43:04,0.0,2019-02-04T19:10:01.000Z,SPY,265.0,SPY190322C00265000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,
461,SPY190322C00266000_20190204_13,0.0,0.0,2019-03-22,1e-05,8.05,2019-02-01 20:15:05,,2019-02-04T19:10:01.000Z,SPY,266.0,SPY190322C00266000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,4.0
462,SPY190322C00267000_20190204_13,0.0,0.0,2019-03-22,1e-05,8.29,2019-02-01 15:14:50,0.0,2019-02-04T19:10:01.000Z,SPY,267.0,SPY190322C00267000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,2.0
463,SPY190322C00268000_20190204_13,0.0,0.0,2019-03-22,1e-05,6.88,2019-01-31 15:46:06,0.0,2019-02-04T19:10:01.000Z,SPY,268.0,SPY190322C00268000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,
464,SPY190322C00269000_20190204_13,0.0,0.0,2019-03-22,1e-05,6.52,2019-02-01 15:01:02,0.0,2019-02-04T19:10:01.000Z,SPY,269.0,SPY190322C00269000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,5.0
466,SPY190322C00270000_20190204_13,0.0,0.0,2019-03-22,1e-05,5.89,2019-02-01 18:51:44,0.0,2019-02-04T19:10:01.000Z,SPY,270.0,SPY190322C00270000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,10016.0
467,SPY190322C00271000_20190204_13,0.0,0.0,2019-03-22,1e-05,5.0,2019-02-01 19:18:56,0.0,2019-02-04T19:10:01.000Z,SPY,271.0,SPY190322C00271000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,51.0
468,SPY190322C00272000_20190204_13,0.0,0.0,2019-03-22,0.0019631055,4.54,2019-02-01 19:28:45,0.0,2019-02-04T19:10:01.000Z,SPY,272.0,SPY190322C00272000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,10.0
469,SPY190322C00272500_20190204_13,0.0,0.0,2019-03-22,0.0039162109,4.24,2019-02-01 19:28:45,,2019-02-04T19:10:01.000Z,SPY,272.5,SPY190322C00272500,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,20.0
471,SPY190322C00275000_20190204_13,0.0,0.0,2019-03-22,0.0078224219,3.45,2019-02-01 16:39:45,0.0,2019-02-04T19:10:01.000Z,SPY,275.0,SPY190322C00275000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,1.0
472,SPY190322C00276000_20190204_13,0.0,0.0,2019-03-22,0.0156348438,2.59,2019-02-01 20:16:50,0.0,2019-02-04T19:10:01.000Z,SPY,276.0,SPY190322C00276000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,4.0
473,SPY190322C00277000_20190204_13,0.0,0.0,2019-03-22,0.0156348438,2.29,2019-02-01 20:50:57,0.0,2019-02-04T19:10:01.000Z,SPY,277.0,SPY190322C00277000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,1002.0
474,SPY190322C00278000_20190204_13,0.0,0.0,2019-03-22,0.0156348438,2.35,2019-02-01 15:33:01,0.0,2019-02-04T19:10:01.000Z,SPY,278.0,SPY190322C00278000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,20.0
475,SPY190322C00279000_20190204_13,0.0,0.0,2019-03-22,0.0156348438,1.84,2019-02-01 18:38:48,,2019-02-04T19:10:01.000Z,SPY,279.0,SPY190322C00279000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,3.0
477,SPY190322C00280000_20190204_13,0.0,0.0,2019-03-22,0.0156348438,1.42,2019-02-01 20:48:37,0.0,2019-02-04T19:10:01.000Z,SPY,280.0,SPY190322C00280000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,331.0
478,SPY190322C00282000_20190204_13,0.0,0.0,2019-03-22,0.0312596875,1.01,2019-02-01 19:40:20,,2019-02-04T19:10:01.000Z,SPY,282.0,SPY190322C00282000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,17.0
479,SPY190322C00282500_20190204_13,0.0,0.0,2019-03-22,0.0312596875,1.09,2019-02-01 15:54:06,0.0,2019-02-04T19:10:01.000Z,SPY,282.5,SPY190322C00282500,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,8.0
481,SPY190322C00285000_20190204_13,0.0,0.0,2019-03-22,0.0312596875,0.71,2019-01-31 21:14:47,0.0,2019-02-04T19:10:01.000Z,SPY,285.0,SPY190322C00285000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,
482,SPY190322C00286000_20190204_13,0.0,0.0,2019-03-22,0.0312596875,0.46,2019-02-01 20:16:50,,2019-02-04T19:10:01.000Z,SPY,286.0,SPY190322C00286000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,8.0
483,SPY190322C00287000_20190204_13,0.0,0.0,2019-03-22,0.0312596875,0.41,2019-02-01 19:09:06,,2019-02-04T19:10:01.000Z,SPY,287.0,SPY190322C00287000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,3.0
484,SPY190322C00287500_20190204_13,0.0,0.0,2019-03-22,0.0312596875,0.36,2019-02-01 19:09:06,,2019-02-04T19:10:01.000Z,SPY,287.5,SPY190322C00287500,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,3.0
485,SPY190322C00288000_20190204_13,0.0,0.0,2019-03-22,0.0312596875,0.38,2019-02-01 14:45:00,,2019-02-04T19:10:01.000Z,SPY,288.0,SPY190322C00288000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,5.0
486,SPY190322C00289000_20190204_13,0.0,0.0,2019-03-22,0.0312596875,0.31,2019-02-01 14:38:05,,2019-02-04T19:10:01.000Z,SPY,289.0,SPY190322C00289000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,1.0
488,SPY190322C00290000_20190204_13,0.0,0.0,2019-03-22,0.0312596875,0.28,2019-01-31 18:53:08,0.0,2019-02-04T19:10:01.000Z,SPY,290.0,SPY190322C00290000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,
489,SPY190322C00292500_20190204_13,0.0,0.0,2019-03-22,0.062509375,0.19,2019-02-01 15:24:55,,2019-02-04T19:10:01.000Z,SPY,292.5,SPY190322C00292500,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,2.0
490,SPY190322C00300000_20190204_13,0.0,0.0,2019-03-22,0.062509375,0.07,2019-01-31 17:27:10,0.0,2019-02-04T19:10:01.000Z,SPY,300.0,SPY190322C00300000,Call,271.54,20190204,2019-02-04 13:10:05,13,13:10:05,
491,SPY190311C00255000_20190204_14,0.0,0.0,2019-03-11,1e-05,16.97,2019-02-01 18:48:08,,2019-02-04T20:24:59.000Z,SPY,255.0,SPY190311C00255000,Call,271.485,20190204,2019-02-04 14:25:02,14,14:25:02,17.0
492,SPY190311C00260000_20190204_14,0.0,0.0,2019-03-11,1e-05,12.15,2019-02-01 19:57:59,,2019-02-04T20:24:59.000Z,SPY,260.0,SPY190311C00260000,Call,271.485,20190204,2019-02-04 14:25:02,14,14:25:02,16.0
493,SPY190311C00265000_20190204_14,0.0,0.0,2019-03-11,1e-05,8.64,2019-02-01 18:57:31,,2019-02-04T20:24:59.000Z,SPY,265.0,SPY190311C00265000,Call,271.485,20190204,2019-02-04 14:25:02,14,14:25:02,781.0
494,SPY190311C00270000_20190204_14,0.0,0.0,2019-03-11,1e-05,5.3,2019-02-01 18:43:43,,2019-02-04T20:24:59.000Z,SPY,270.0,SPY190311C00270000,Call,271.485,20190204,2019-02-04 14:25:02,14,14:25:02,429.0
495,SPY190311C00275000_20190204_14,0.0,0.0,2019-03-11,0.0078224219,2.89,2019-02-01 16:36:22,,2019-02-04T20:24:59.000Z,SPY,275.0,SPY190311C00275000,Call,271.485,20190204,2019-02-04 14:25:02,14,14:25:02,725.0
496,SPY190311C00280000_20190204_14,0.0,0.0,2019-03-11,0.0312596875,1.0,2019-02-01 20:42:57,,2019-02-04T20:24:59.000Z,SPY,280.0,SPY190311C00280000,Call,271.485,20190204,2019-02-04 14:25:02,14,14:25:02,167.0
497,SPY190311C00285000_20190204_14,0.0,0.0,2019-03-11,0.0312596875,0.33,2019-02-01 20:12:25,,2019-02-04T20:24:59.000Z,SPY,285.0,SPY190311C00285000,Call,271.485,20190204,2019-02-04 14:25:02,14,14:25:02,12.0
498,SPY190311C00290000_20190204_14,0.0,0.0,2019-03-11,0.062509375,0.14,2019-02-01 18:45:04,,2019-02-04T20:24:59.000Z,SPY,290.0,SPY190311C00290000,Call,271.485,20190204,2019-02-04 14:25:02,14,14:25:02,5.0
499,SPY190322C00247500_20190204_14,0.0,0.0,2019-03-22,1e-05,24.45,2019-02-01 17:24:50,,2019-02-04T20:40:01.000Z,SPY,247.5,SPY190322C00247500,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,1.0
500,SPY190322C00254000_20190204_14,0.0,0.0,2019-03-22,1e-05,19.05,2019-02-01 15:19:06,,2019-02-04T20:40:01.000Z,SPY,254.0,SPY190322C00254000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,1.0
501,SPY190322C00262000_20190204_14,0.0,0.0,2019-03-22,1e-05,12.2,2019-02-01 15:19:06,,2019-02-04T20:40:01.000Z,SPY,262.0,SPY190322C00262000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,1.0
502,SPY190322C00263000_20190204_14,0.0,0.0,2019-03-22,1e-05,10.21,2019-02-01 19:56:32,,2019-02-04T20:40:01.000Z,SPY,263.0,SPY190322C00263000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,1.0
503,SPY190322C00264000_20190204_14,0.0,0.0,2019-03-22,1e-05,10.21,2019-02-01 16:05:59,,2019-02-04T20:40:01.000Z,SPY,264.0,SPY190322C00264000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,1.0
504,SPY190322C00265000_20190204_14,0.0,0.0,2019-03-22,1e-05,8.97,2019-01-31 18:43:04,0.0,2019-02-04T20:40:01.000Z,SPY,265.0,SPY190322C00265000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,
505,SPY190322C00266000_20190204_14,0.0,0.0,2019-03-22,1e-05,8.05,2019-02-01 20:15:05,,2019-02-04T20:40:01.000Z,SPY,266.0,SPY190322C00266000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,4.0
506,SPY190322C00267000_20190204_14,0.0,0.0,2019-03-22,1e-05,8.29,2019-02-01 15:14:50,0.0,2019-02-04T20:40:01.000Z,SPY,267.0,SPY190322C00267000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,2.0
507,SPY190322C00268000_20190204_14,0.0,0.0,2019-03-22,1e-05,6.88,2019-01-31 15:46:06,0.0,2019-02-04T20:40:01.000Z,SPY,268.0,SPY190322C00268000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,
508,SPY190322C00269000_20190204_14,0.0,0.0,2019-03-22,1e-05,6.52,2019-02-01 15:01:02,0.0,2019-02-04T20:40:01.000Z,SPY,269.0,SPY190322C00269000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,5.0
509,SPY190322C00270000_20190204_14,0.0,0.0,2019-03-22,1e-05,5.89,2019-02-01 18:51:44,0.0,2019-02-04T20:40:01.000Z,SPY,270.0,SPY190322C00270000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,10016.0
510,SPY190322C00271000_20190204_14,0.0,0.0,2019-03-22,1e-05,5.0,2019-02-01 19:18:56,0.0,2019-02-04T20:40:01.000Z,SPY,271.0,SPY190322C00271000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,51.0
511,SPY190322C00272000_20190204_14,0.0,0.0,2019-03-22,0.0019631055,4.54,2019-02-01 19:28:45,0.0,2019-02-04T20:40:01.000Z,SPY,272.0,SPY190322C00272000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,10.0
512,SPY190322C00272500_20190204_14,0.0,0.0,2019-03-22,0.0039162109,4.24,2019-02-01 19:28:45,,2019-02-04T20:40:01.000Z,SPY,272.5,SPY190322C00272500,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,20.0
513,SPY190322C00275000_20190204_14,0.0,0.0,2019-03-22,0.0078224219,3.45,2019-02-01 16:39:45,0.0,2019-02-04T20:40:01.000Z,SPY,275.0,SPY190322C00275000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,1.0
514,SPY190322C00276000_20190204_14,0.0,0.0,2019-03-22,0.0156348438,2.59,2019-02-01 20:16:50,0.0,2019-02-04T20:40:01.000Z,SPY,276.0,SPY190322C00276000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,4.0
515,SPY190322C00277000_20190204_14,0.0,0.0,2019-03-22,0.0156348438,2.29,2019-02-01 20:50:57,0.0,2019-02-04T20:40:01.000Z,SPY,277.0,SPY190322C00277000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,1002.0
516,SPY190322C00278000_20190204_14,0.0,0.0,2019-03-22,0.0156348438,2.35,2019-02-01 15:33:01,0.0,2019-02-04T20:40:01.000Z,SPY,278.0,SPY190322C00278000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,20.0
517,SPY190322C00279000_20190204_14,0.0,0.0,2019-03-22,0.0156348438,1.84,2019-02-01 18:38:48,,2019-02-04T20:40:01.000Z,SPY,279.0,SPY190322C00279000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,3.0
518,SPY190322C00280000_20190204_14,0.0,0.0,2019-03-22,0.0156348438,1.42,2019-02-01 20:48:37,0.0,2019-02-04T20:40:01.000Z,SPY,280.0,SPY190322C00280000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,331.0
519,SPY190322C00282000_20190204_14,0.0,0.0,2019-03-22,0.0312596875,1.01,2019-02-01 19:40:20,,2019-02-04T20:40:01.000Z,SPY,282.0,SPY190322C00282000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,17.0
520,SPY190322C00282500_20190204_14,0.0,0.0,2019-03-22,0.0312596875,1.09,2019-02-01 15:54:06,0.0,2019-02-04T20:40:01.000Z,SPY,282.5,SPY190322C00282500,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,8.0
521,SPY190322C00285000_20190204_14,0.0,0.0,2019-03-22,0.0312596875,0.71,2019-01-31 21:14:47,0.0,2019-02-04T20:40:01.000Z,SPY,285.0,SPY190322C00285000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,
522,SPY190322C00286000_20190204_14,0.0,0.0,2019-03-22,0.0312596875,0.46,2019-02-01 20:16:50,,2019-02-04T20:40:01.000Z,SPY,286.0,SPY190322C00286000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,8.0
523,SPY190322C00287000_20190204_14,0.0,0.0,2019-03-22,0.0312596875,0.41,2019-02-01 19:09:06,,2019-02-04T20:40:01.000Z,SPY,287.0,SPY190322C00287000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,3.0
524,SPY190322C00287500_20190204_14,0.0,0.0,2019-03-22,0.0312596875,0.36,2019-02-01 19:09:06,,2019-02-04T20:40:01.000Z,SPY,287.5,SPY190322C00287500,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,3.0
525,SPY190322C00288000_20190204_14,0.0,0.0,2019-03-22,0.0312596875,0.38,2019-02-01 14:45:00,,2019-02-04T20:40:01.000Z,SPY,288.0,SPY190322C00288000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,5.0
526,SPY190322C00289000_20190204_14,0.0,0.0,2019-03-22,0.0312596875,0.31,2019-02-01 14:38:05,,2019-02-04T20:40:01.000Z,SPY,289.0,SPY190322C00289000,Call,271.31,20190204,2019-02-04 14:40:04,14,14:40:04,1.0
